INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (2, 'Vesna', 'Petrović', '1997-03-28', 'vesna.petrovic', '$2a$10$hGG14xySJbhkwmTaLj0ZJODan.PFQeYlBGDX8huwpYcOjJjE7NW0e', 'CLIENT', 'vesna.petrovic@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (70, 'Danijel', 'Radić', '2005-05-21', 'danijel.radic', '$2a$10$GS9liwiefq5DrS3lCD86pOZNTblXjCiT/g0qHvTC1dRNh/Oza4tOi', 'CLIENT', 'danijel.radic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (71, 'Slađana', 'Savić', '2003-07-09', 'slađana.savic', '$2a$10$PQPDrEkMDklCy7rTuOgBjO26iEAJ5J1Tv1cgmWhUtfBXjuQ75BPum', 'CLIENT', 'slađana.savic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (72, 'Manja', 'Mihajlović', '1995-11-16', 'manja.mihajlovic', '$2a$10$A3wTmTxdQvbO/TGG5p0wcerHnGOBf3q1n1iP8bxtjthI9QuVVGsoG', 'CLIENT', 'manja.mihajlovic@mail.com', false, true, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (73, 'Igor', 'Nedeljković', '1999-04-25', 'igor.nedeljkovic', '$2a$10$TbLT2juHmZ3Mu7vPDGiPZeeG27MvYQFl2vZAKqszZW6nQwQylTvfC', 'CLIENT', 'igor.nedeljkovic@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (74, 'Mara', 'Andrić', '1988-05-03', 'mara.andric', '$2a$10$4/jzmzmZ0he.Y/lFyTy9qeNt6LP.wJX3epG.MpCSLOfkgI3ICLV3i', 'CLIENT', 'mara.andric@mail.com', false, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (75, 'Aleksandar', 'Mitrović', '1992-02-20', 'aleksandar.mitrovic', '$2a$10$Epq7ydUZziGSj6zoD7psn.vVRnC5gkCFjCVACuVwo.4n4BuIfqP8W', 'CLIENT', 'aleksandar.mitrovic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (76, 'Nemanja', 'Perić', '1991-07-19', 'nemanja.peric', '$2a$10$b2zFKmykZoqOmfIc0d55YO5eYON/9zdVQYGyxg.q3DC93FrQ6gZbW', 'CLIENT', 'nemanja.peric@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (77, 'Jovana', 'Mitrović', '1991-06-09', 'jovana.mitrovic', '$2a$10$xqVFKvQSROTGWmU7NO4IOua5ZbL.trXG/L46DIrkwp1kaELx0coAm', 'CLIENT', 'jovana.mitrovic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (78, 'Ljiljana', 'Jovanović', '1995-11-10', 'ljiljana.jovanovic', '$2a$10$00jZz2lvwfpO.Ems9aebuOdc7V9USOYh1plySRilXw5bVIxKdooPy', 'CLIENT', 'ljiljana.jovanovic@mail.com', false, true, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (79, 'Jovica', 'Dejanović', '1990-02-23', 'jovica.dejanovic', '$2a$10$DmsYIjKBhRpMA1720brFUeS0OX7pveOHGruVSSML4H3oEjtYDBoKC', 'CLIENT', 'jovica.dejanovic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (80, 'Gordana', 'Radić', '2001-11-27', 'gordana.radic', '$2a$10$Tvt//An8oGN0vrNQDqGfxOeWPTWDUph/Rd8355Xb5vKhBaj.d3TpW', 'CLIENT', 'gordana.radic@mail.com', false, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (81, 'Dragan', 'Nedeljković', '1997-04-07', 'dragan.nedeljkovic', '$2a$10$pCpsPUPHmHcpQxrD9.LhNeKSjfdfOLEWv/eNW8g9BaZuiGiSPeXn2', 'CLIENT', 'dragan.nedeljkovic@mail.com', false, true, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (82, 'Tanja', 'Maksimović', '1980-11-09', 'tanja.maksimovic', '$2a$10$UTRbTn3Y7Swj9lC6ynDy/.VGTlBvPGfIKotPs8ELiRzuXMpMndYqa', 'CLIENT', 'tanja.maksimovic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (83, 'Miodrag', 'Perić', '2000-10-22', 'miodrag.peric', '$2a$10$12g5177OS5WbQO7fQ53/ceg22Q4FTQy4yQAWViLUID.z/PVfJb9ry', 'CLIENT', 'miodrag.peric@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (84, 'Mihajlo', 'Đokić', '2002-10-01', 'mihajlo.đokic', '$2a$10$syAMmcYP15ZRiZ0AOWVaB.HfH.EzO9oOLA2UyC4unDbJZoJgmYs7G', 'CLIENT', 'mihajlo.đokic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (85, 'Strahinja', 'Savić', '1994-04-23', 'strahinja.savic', '$2a$10$YTcWZMd.8FEvYUbhrTnFKOEtZdc84dtuW0xzbI/1mAXD2EPC5JTeS', 'CLIENT', 'strahinja.savic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (86, 'Strahinja', 'Dučić', '2004-11-14', 'strahinja.ducic', '$2a$10$QUT1ZnZiIiYgjlZH.k9Ro.fHIZKxaad2Q1P6n/MzbwkeAfwsnTB9K', 'CLIENT', 'strahinja.ducic@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (87, 'Dragana', 'Nedeljković', '2002-10-09', 'dragana.nedeljkovic', '$2a$10$Erga4B5cYAguQS9RZz7eKOJiFat3jWy4P/7Bp7gMFMOJ5ysDATaLK', 'CLIENT', 'dragana.nedeljkovic@mail.com', true, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questi
